SYMBOL,LDCP,OPEN,HIGH,LOW,CURRENT,CHANGE,CHANGE (%),VOLUME,date extracted
BFAGRO,28.45,28.69,28.8,28.35,28.45,-0.24,-0.84,754403.0,2025-06-01 22:07:07
ICCI,14.95,14.95,14.95,14.5,14.95,1.36,10.01,739406.0,2025-06-01 22:07:07
IMAGE,22.37,22.3,22.69,22.02,22.37,0.29,1.31,735432.0,2025-06-01 22:07:07
STCL,14.55,14.0,14.95,13.39,14.55,0.7,5.05,727545.0,2025-06-01 22:07:07
EFERT,183.62,182.49,184.15,181.5,183.62,1.12,0.61,715881.0,2025-06-01 22:07:07
GAL,424.55,431.87,434.9,422.5,424.55,-4.0,-0.93,709790.0,2025-06-01 22:07:07
DSLNC,9.06,9.6,9.64,9.0,9.06,0.04,0.44,700058.0,2025-06-01 22:07:07
KSBP,257.07,235.7,257.07,235.5,257.07,23.37,10.0,688844.0,2025-06-01 22:07:07
YOUW,3.85,4.05,4.09,3.82,3.85,-0.15,-3.75,652232.0,2025-06-01 22:07:07
MIRKS,38.97,36.97,38.97,36.43,38.97,3.54,9.99,598406.0,2025-06-01 22:07:07
OTSU,370.88,380.0,406.76,340.18,370.88,1.1,0.3,575341.0,2025-06-01 22:07:07
TRIPF,143.34,133.5,143.34,131.5,143.34,13.03,10.0,566860.0,2025-06-01 22:07:07
PSX,26.66,26.85,27.0,26.5,26.66,0.08,0.3,563770.0,2025-06-01 22:07:07
MDTL,2.08,2.15,2.15,2.05,2.08,-0.01,-0.48,557419.0,2025-06-01 22:07:07
UBL,509.6,513.0,513.99,507.0,509.6,-1.18,-0.23,550714.0,2025-06-01 22:07:07
FCSC,1.68,1.74,1.74,1.63,1.68,0.02,1.21,531284.0,2025-06-01 22:07:08
STPLNC,6.02,6.18,6.25,5.96,6.02,-0.02,-0.33,529596.0,2025-06-01 22:07:08
BECO,9.97,9.9,10.1,9.65,9.97,0.14,1.42,519551.0,2025-06-01 22:07:08
GCWL,9.96,10.3,10.3,9.91,9.96,-0.2,-1.97,516120.0,2025-06-01 22:07:08
DFSM,3.44,3.4,3.7,3.21,3.44,0.07,2.08,490144.0,2025-06-01 22:07:08
PTL,40.74,38.75,42.43,38.75,40.74,1.99,5.14,487706.0,2025-06-01 22:07:08
BAPLNC,53.41,58.01,58.01,53.41,53.41,-5.93,-9.99,485930.0,2025-06-01 22:07:08
THCCL,183.14,184.99,186.85,181.0,183.14,0.28,0.15,478420.0,2025-06-01 22:07:08
FEROZ,323.58,315.98,330.0,315.98,323.58,9.96,3.18,463999.0,2025-06-01 22:07:08
FNEL,3.15,3.12,3.2,3.08,3.15,0.01,0.32,460760.0,2025-06-01 22:07:08
MCBXD,276.79,273.2,277.5,272.01,276.79,3.8,1.39,455631.0,2025-06-01 22:07:08
HBL,153.32,154.01,155.49,152.7,153.32,-0.48,-0.31,452399.0,2025-06-01 22:07:08
CYAN,33.52,34.5,36.0,33.4,33.52,-0.19,-0.56,434980.0,2025-06-01 22:07:08
PMI,2.04,2.07,2.11,2.0,2.04,0.0,0.0,430607.0,2025-06-01 22:07:08
HUMNL,11.95,11.89,12.2,11.8,11.95,-0.01,-0.08,429076.0,2025-06-01 22:07:08
FATIMA,86.88,85.6,87.01,85.6,86.88,1.34,1.57,408291.0,2025-06-01 22:07:08
HAEL,18.17,16.52,18.17,16.52,18.17,1.65,9.99,394117.0,2025-06-01 22:07:08
SHDT,51.67,48.0,51.67,47.01,51.67,4.7,10.01,383064.0,2025-06-01 22:07:08
BIPL,20.48,20.64,20.64,20.25,20.48,-0.05,-0.24,377742.0,2025-06-01 22:07:08
ZAL,16.15,16.19,16.2,16.0,16.15,0.15,0.94,373954.0,2025-06-01 22:07:08
CLOV,42.34,43.51,43.99,42.1,42.34,-1.08,-2.49,372799.0,2025-06-01 22:07:08
GHGL,33.25,32.62,33.65,32.62,33.25,0.32,0.97,367711.0,2025-06-01 22:07:08
TCORP,15.14,15.6,16.0,14.5,15.14,-0.55,-3.5,336848.0,2025-06-01 22:07:08
CSAP,118.07,121.75,121.75,117.51,118.07,-2.69,-2.23,321508.0,2025-06-01 22:07:08
FABL,48.5,48.4,48.65,48.26,48.5,0.17,0.35,315231.0,2025-06-01 22:07:08
ICL,89.63,85.0,89.63,85.0,89.63,8.15,10.0,308493.0,2025-06-01 22:07:08
KAPCO,32.49,32.15,32.58,32.15,32.49,0.28,0.87,306784.0,2025-06-01 22:07:08
TPLRF1,11.98,12.61,12.61,11.95,11.98,-0.99,-7.63,299564.0,2025-06-01 22:07:08
CHBL,6.38,6.49,6.64,6.3,6.38,-0.01,-0.16,293090.0,2025-06-01 22:07:08
ISL,84.05,84.99,85.48,83.9,84.05,-0.4,-0.47,285927.0,2025-06-01 22:07:08
ILP,58.1,58.85,59.9,58.0,58.1,-0.59,-1.0,277418.0,2025-06-01 22:07:08
NATF,239.22,234.0,241.9,234.0,239.22,4.51,1.92,249272.0,2025-06-01 22:07:08
TATM,53.98,50.9,53.98,49.15,53.98,4.91,10.01,249194.0,2025-06-01 22:07:08
ASTL,25.35,25.82,25.84,25.25,25.35,-0.26,-1.01,244610.0,2025-06-01 22:07:08
SHNIXB,5.51,5.01,6.1,5.01,5.51,0.35,6.78,239693.0,2025-06-01 22:07:08
PCAL,159.82,150.0,160.67,146.02,159.82,13.76,9.42,239499.0,2025-06-01 22:07:08
HCAR,292.82,295.8,295.8,292.0,292.82,-1.45,-0.49,233353.0,2025-06-01 22:07:08
BERG,101.89,100.3,102.99,99.8,101.89,1.49,1.48,232455.0,2025-06-01 22:07:08
AGL,53.05,54.0,54.85,52.51,53.05,-0.5,-0.93,229600.0,2025-06-01 22:07:08
AHCL,10.59,10.64,10.76,10.53,10.59,0.01,0.1,224562.0,2025-06-01 22:07:08
BIFO,180.57,180.0,197.66,177.08,180.57,0.88,0.49,223789.0,2025-06-01 22:07:08
INIL,163.12,165.97,167.0,162.81,163.12,-1.29,-0.78,221385.0,2025-06-01 22:07:08
MUGHAL,75.17,75.5,76.0,75.07,75.17,-0.26,-0.34,221049.0,2025-06-01 22:07:08
MTL,561.21,567.69,567.69,553.0,561.21,-6.86,-1.21,214451.0,2025-06-01 22:07:08
HICL,7.69,7.72,7.8,7.5,7.69,0.04,0.52,211190.0,2025-06-01 22:07:08
GHNI,665.75,668.05,673.9,664.85,665.75,0.0,0.0,209994.0,2025-06-01 22:07:08
SAIF,14.87,15.25,15.7,14.5,14.87,0.47,3.26,205150.0,2025-06-01 22:07:08
POL,527.25,536.49,540.0,526.09,527.25,-7.01,-1.31,204629.0,2025-06-01 22:07:08
HWQSNC,11.51,12.48,12.48,11.0,11.51,0.06,0.52,198015.0,2025-06-01 22:07:08
ICIBL,1.47,1.58,1.59,1.44,1.47,-0.08,-5.16,192134.0,2025-06-01 22:07:08
DEL,11.15,11.39,11.79,10.61,11.15,-0.02,-0.18,187657.0,2025-06-01 22:07:08
PAKRI,13.09,13.25,13.45,12.95,13.09,-0.01,-0.08,185054.0,2025-06-01 22:07:08
SPWL,11.9,12.0,12.0,11.8,11.9,0.09,0.76,184310.0,2025-06-01 22:07:08
AICL,46.5,46.05,46.87,46.05,46.5,0.08,0.17,184199.0,2025-06-01 22:07:08
BNWM,37.15,35.7,38.49,35.7,37.15,2.16,6.17,181745.0,2025-06-01 22:07:08
EMCO,53.52,53.52,53.52,50.55,53.52,4.87,10.01,179898.0,2025-06-01 22:07:08
BILFNC,18.64,18.82,19.9,18.6,18.64,0.03,0.16,175783.0,2025-06-01 22:07:08
BAFL,73.63,73.98,74.0,73.25,73.63,0.13,0.18,175108.0,2025-06-01 22:07:08
DSIL,5.01,5.1,5.1,4.91,5.01,-0.02,-0.4,173608.0,2025-06-01 22:07:08
WAHN,315.06,287.47,315.06,287.47,315.06,28.64,10.0,170581.0,2025-06-01 22:07:08
EPQL,28.42,28.1,28.5,28.0,28.42,0.41,1.46,163158.0,2025-06-01 22:07:08
GLAXO,378.81,380.0,385.0,377.0,378.81,-1.64,-0.43,162241.0,2025-06-01 22:07:08
ACPL,315.1,317.0,317.9,312.0,315.1,1.06,0.34,153361.0,2025-06-01 22:07:08
PILNC,3.38,3.28,3.45,3.28,3.38,0.01,0.3,148091.0,2025-06-01 22:07:08
TPLT,6.26,6.05,6.3,5.88,6.26,0.17,2.79,142005.0,2025-06-01 22:07:09
PICT,38.63,39.0,39.0,38.5,38.63,-0.64,-1.63,128580.0,2025-06-01 22:07:09
LSEVL,10.54,10.9,10.9,10.0,10.54,-0.09,-0.85,127465.0,2025-06-01 22:07:09
TRSM,6.05,5.51,6.49,5.51,6.05,0.02,0.33,123760.0,2025-06-01 22:07:09
FFLM,2.25,2.0,2.7,2.0,2.25,0.16,7.66,122414.0,2025-06-01 22:07:09
SEPL,162.39,158.89,166.25,158.89,162.39,7.36,4.75,121952.0,2025-06-01 22:07:09
LPGL,118.47,110.48,118.47,105.55,118.47,10.77,10.0,118048.0,2025-06-01 22:07:09
OBOY,8.62,8.84,8.84,8.51,8.62,0.0,0.0,116776.0,2025-06-01 22:07:09
ALTN,11.71,11.79,11.8,11.6,11.71,0.0,0.0,115791.0,2025-06-01 22:07:09
LPL,23.66,23.9,24.0,23.3,23.66,-0.01,-0.04,115653.0,2025-06-01 22:07:09
MZNPETF,17.66,17.52,17.71,17.47,17.66,0.14,0.8,114500.0,2025-06-01 22:07:09
APL,488.32,465.0,491.0,462.0,488.32,27.96,6.07,113997.0,2025-06-01 22:07:09
GAMONNC,28.3,28.33,29.39,28.02,28.3,-0.03,-0.11,113560.0,2025-06-01 22:07:09
NCPL,24.33,24.51,24.59,24.06,24.33,-0.34,-1.38,109966.0,2025-06-01 22:07:09
FDPL,2.5,2.52,2.59,2.4,2.5,-0.01,-0.4,109542.0,2025-06-01 22:07:09
SAZEW,1185.86,1194.9,1199.0,1182.0,1185.86,-13.44,-1.12,109515.0,2025-06-01 22:07:09
PKGP,141.54,130.0,141.54,130.0,141.54,12.87,10.0,108236.0,2025-06-01 22:07:09
LIVEN,59.3,61.48,62.0,59.01,59.3,-1.25,-2.06,108141.0,2025-06-01 22:07:09
MIIETF,15.43,15.75,15.99,15.03,15.43,0.23,1.51,106500.0,2025-06-01 22:07:09
SKRSNC,11.59,11.95,11.97,11.38,11.59,0.12,1.05,105859.0,2025-06-01 22:07:09
POML,274.2,287.0,298.0,270.0,274.2,1.36,0.5,103600.0,2025-06-01 22:07:09
PABC,110.55,113.0,113.0,109.0,110.55,-2.21,-1.96,99358.0,2025-06-01 22:07:09
ASCNC,7.47,7.38,7.74,7.38,7.47,0.09,1.22,97961.0,2025-06-01 22:07:09
CRTM,14.9,15.01,15.1,14.85,14.9,0.03,0.2,92284.0,2025-06-01 22:07:09
KOHE,17.27,17.13,17.27,17.01,17.27,0.11,0.64,92231.0,2025-06-01 22:07:09
PIOC,215.43,215.1,218.5,214.13,215.43,0.34,0.16,86946.0,2025-06-01 22:07:09
CTM,4.36,4.71,4.71,4.35,4.36,-0.17,-3.75,84576.0,2025-06-01 22:07:09
BCL,91.28,88.54,96.0,88.15,91.28,1.78,1.99,84246.0,2025-06-01 22:07:09
IDRT,25.78,25.0,25.87,24.7,25.78,2.26,9.61,83236.0,2025-06-01 22:07:09
TGL,219.68,215.0,220.0,214.0,219.68,4.35,2.02,83156.0,2025-06-01 22:07:09
CHCC,265.57,261.1,267.5,261.1,265.57,2.01,0.76,80829.0,2025-06-01 22:07:09
BAHL,140.22,142.0,142.0,140.0,140.22,0.17,0.12,78449.0,2025-06-01 22:07:09
JLICL,154.25,139.05,154.32,139.05,154.25,13.96,9.95,78185.0,2025-06-01 22:07:09
FPJM,2.73,2.77,2.85,2.51,2.73,-0.03,-1.09,76512.0,2025-06-01 22:07:09
DYNO,249.62,239.99,257.99,237.1,249.62,13.81,5.86,74625.0,2025-06-01 22:07:09
ABL,129.72,128.25,130.19,127.0,129.72,2.33,1.83,74566.0,2025-06-01 22:07:09
SPLNC,14.58,14.65,14.95,14.41,14.58,0.01,0.07,66328.0,2025-06-01 22:07:09
JGICL,57.02,55.03,57.4,55.03,57.02,0.33,0.58,64227.0,2025-06-01 22:07:09
PAKD,235.58,235.58,235.58,235.58,235.58,21.42,10.0,63835.0,2025-06-01 22:07:09
IMS,52.87,49.0,52.87,49.0,52.87,4.81,10.01,63334.0,2025-06-01 22:07:09
REDCO,25.05,25.0,27.1,25.0,25.05,0.05,0.2,61833.0,2025-06-01 22:07:09
IGIL,24.08,27.0,27.0,23.4,24.08,-1.72,-6.67,61597.0,2025-06-01 22:07:09
NICL,156.97,158.0,161.5,151.25,156.97,-0.25,-0.16,60878.0,2025-06-01 22:07:09
AHL,73.0,73.55,74.0,72.0,73.0,0.28,0.39,60404.0,2025-06-01 22:07:09
NITGETF,27.16,27.06,27.17,26.97,27.16,0.19,0.7,60000.0,2025-06-01 22:07:09
ALIFE,25.72,24.26,26.6,24.04,25.72,0.32,1.26,55863.0,2025-06-01 22:07:09
JSML,38.49,36.87,39.45,36.02,38.49,1.62,4.39,55698.0,2025-06-01 22:07:09
AGSML,5.9,5.91,6.1,5.7,5.9,-0.09,-1.5,54992.0,2025-06-01 22:07:09
PNSC,356.76,352.0,370.0,351.06,356.76,-2.32,-0.65,53098.0,2025-06-01 22:07:09
SSOM,829.74,856.66,865.0,809.5,829.74,0.59,0.07,52614.0,2025-06-01 22:07:09
DADX,69.32,64.97,69.32,64.9,69.32,6.3,10.0,52123.0,2025-06-01 22:07:09
ADMM,43.16,42.0,43.8,41.5,43.16,1.15,2.74,50821.0,2025-06-01 22:07:09
AGIL,109.63,107.0,113.0,107.0,109.63,3.03,2.84,50014.0,2025-06-01 22:07:09
HMB,90.06,90.24,91.85,89.5,90.06,-0.12,-0.13,49794.0,2025-06-01 22:07:09
CLVL,17.72,17.99,18.1,16.61,17.72,0.18,1.03,49436.0,2025-06-01 22:07:09
UDPL,67.2,64.02,71.14,64.02,67.2,2.53,3.91,49030.0,2025-06-01 22:07:09
KTML,185.13,172.71,187.0,172.71,185.13,12.42,7.19,47531.0,2025-06-01 22:07:09
KOHTM,72.81,72.81,72.81,72.81,72.81,6.62,10.0,47201.0,2025-06-01 22:07:09
HIFA,3.55,3.7,3.7,3.41,3.55,0.04,1.14,46567.0,2025-06-01 22:07:09
MRNS,50.56,50.0,52.97,49.05,50.56,1.01,2.04,44881.0,2025-06-01 22:07:09
NPL,35.66,35.8,36.0,35.6,35.66,0.16,0.45,41494.0,2025-06-01 22:07:09
BRRG,23.5,23.5,23.5,22.9,23.5,0.9,3.98,41142.0,2025-06-01 22:07:09
BFMOD,8.86,8.9,8.99,8.0,8.86,0.48,5.73,38673.0,2025-06-01 22:07:09
SERT,14.19,13.35,14.6,13.35,14.19,0.68,5.03,38131.0,2025-06-01 22:07:10
GOC,82.21,88.0,88.46,80.0,82.21,1.79,2.23,37454.0,2025-06-01 22:07:10
IDYM,149.13,156.95,156.95,149.0,149.13,-5.58,-3.61,36769.0,2025-06-01 22:07:10
HALEON,730.07,733.2,740.0,727.0,730.07,-3.09,-0.42,36488.0,2025-06-01 22:07:10
SMCPL,17.5,17.5,17.97,17.49,17.5,0.3,1.74,35168.0,2025-06-01 22:07:10
SCBPL,57.99,58.3,58.9,57.57,57.99,-0.46,-0.79,31502.0,2025-06-01 22:07:10
FECTC,69.8,69.11,70.95,67.11,69.8,0.36,0.52,30477.0,2025-06-01 22:07:10
786,8.35,8.0,8.5,7.8,8.35,0.23,2.83,30052.0,2025-06-01 22:07:10
KOIL,10.81,10.9,11.19,10.66,10.81,0.23,2.17,29164.0,2025-06-01 22:07:10
UBLPETF,27.45,27.2,27.5,24.21,27.45,0.92,3.47,29000.0,2025-06-01 22:07:10
KOHC,386.89,383.9,397.99,375.0,386.89,8.8,2.33,27381.0,2025-06-01 22:07:10
PPP,137.5,138.0,140.0,135.0,137.5,-0.25,-0.18,27157.0,2025-06-01 22:07:10
MWMP,17.16,16.3,17.6,16.3,17.16,1.16,7.25,27112.0,2025-06-01 22:07:10
JDMT,56.19,53.0,56.19,53.0,56.19,5.11,10.0,26469.0,2025-06-01 22:07:10
SGF,76.49,77.0,77.0,76.0,76.49,0.49,0.65,25542.0,2025-06-01 22:07:10
DMTMNC,10.5,11.64,11.7,9.71,10.5,-0.14,-1.32,24906.0,2025-06-01 22:07:10
JVDC,65.27,64.5,65.5,63.27,65.27,0.63,0.98,24369.0,2025-06-01 22:07:10
FRSM,40.0,40.62,40.8,39.5,40.0,-0.62,-1.53,24241.0,2025-06-01 22:07:10
WAFI,164.14,164.9,166.0,162.04,164.14,2.24,1.38,23940.0,2025-06-01 22:07:10
HGFA,9.83,9.38,9.85,9.38,9.83,0.03,0.31,23553.0,2025-06-01 22:07:10
DHPL,38.36,38.39,38.8,38.0,38.36,0.37,0.97,22883.0,2025-06-01 22:07:10
NCMLNC,13.62,13.3,14.0,12.02,13.62,0.26,1.95,21826.0,2025-06-01 22:07:10
SSMLNC,17.31,17.4,17.6,16.32,17.31,0.0,0.0,21557.0,2025-06-01 22:07:10
ECOP,70.86,70.86,70.86,70.86,70.86,6.44,10.0,21524.0,2025-06-01 22:07:10
ESBL,5.92,6.06,6.06,5.51,5.92,-0.08,-1.33,20765.0,2025-06-01 22:07:10
SLYTNC,11.0,10.99,11.74,10.61,11.0,0.33,3.09,20177.0,2025-06-01 22:07:10
MFFL,194.38,196.97,196.97,194.03,194.38,-1.45,-0.74,18590.0,2025-06-01 22:07:10
ACIETF,15.64,15.7,15.7,15.46,15.64,-0.01,-0.06,18500.0,2025-06-01 22:07:10
PKGS,515.87,509.99,535.0,502.21,515.87,8.87,1.75,18447.0,2025-06-01 22:07:10
DWTMNC,7.51,7.9,7.98,6.52,7.51,0.34,4.74,18324.0,2025-06-01 22:07:10
BUXL,145.94,149.0,149.0,140.0,145.94,2.66,1.86,18111.0,2025-06-01 22:07:10
JSIL,25.83,24.98,25.85,24.98,25.83,2.33,9.92,18028.0,2025-06-01 22:07:10
SHEZ,169.08,168.0,185.99,153.0,169.08,-0.92,-0.54,17892.0,2025-06-01 22:07:10
UNIC,16.48,16.79,16.79,16.41,16.48,-0.04,-0.24,17290.0,2025-06-01 22:07:10
SURC,116.25,119.0,120.0,116.0,116.25,-1.75,-1.48,17201.0,2025-06-01 22:07:10
FECM,21.65,21.45,21.65,18.39,21.65,1.97,10.01,16354.0,2025-06-01 22:07:10
OLPL,38.0,38.0,38.09,38.0,38.0,0.0,0.0,15400.0,2025-06-01 22:07:10
JSGBETF,22.2,22.36,22.36,22.2,22.2,0.06,0.27,15000.0,2025-06-01 22:07:10
INKL,15.51,15.25,16.0,14.82,15.51,0.59,3.95,14852.0,2025-06-01 22:07:10
GSPMNC,3.63,3.8,3.8,3.6,3.63,-0.07,-1.89,14831.0,2025-06-01 22:07:10
DWAENC,25.7,26.44,26.97,25.14,25.7,-0.28,-1.08,14786.0,2025-06-01 22:07:10
ASTMNC,13.88,13.98,14.17,13.4,13.88,0.18,1.31,14620.0,2025-06-01 22:07:10
ATBA,276.15,279.92,279.92,275.0,276.15,0.28,0.1,14604.0,2025-06-01 22:07:10
POWERPS,16.6,17.0,17.17,16.6,16.6,-0.11,-0.66,13744.0,2025-06-01 22:07:10
KHTC,389.33,376.71,395.8,376.71,389.33,12.62,3.35,13401.0,2025-06-01 22:07:10
GATI,141.01,135.73,144.99,135.73,141.01,5.27,3.88,13036.0,2025-06-01 22:07:10
NEXT,7.8,8.14,8.14,7.8,7.8,-0.2,-2.5,13001.0,2025-06-01 22:07:10
ARUJNC,8.8,9.3,9.3,8.7,8.8,-0.23,-2.55,12694.0,2025-06-01 22:07:10
KOHP,6.05,6.8,6.8,6.02,6.05,-0.1,-1.63,12383.0,2025-06-01 22:07:10
UCAPM,3.1,3.35,3.35,2.91,3.1,0.0,0.0,12040.0,2025-06-01 22:07:10
NBPGETF,22.05,22.01,25.72,21.15,22.05,-1.78,-7.47,12000.0,2025-06-01 22:07:10
FPRM,9.23,8.25,9.24,8.15,9.23,0.95,11.47,11566.0,2025-06-01 22:07:10
SARC,36.32,34.99,36.32,34.6,36.32,3.3,9.99,10821.0,2025-06-01 22:07:10
OML,43.54,48.0,48.0,42.06,43.54,-1.45,-3.22,10783.0,2025-06-01 22:07:10
ORM,9.4,9.4,9.4,9.4,9.4,0.2,2.17,10498.0,2025-06-01 22:07:10
GADT,329.69,330.0,334.99,319.0,329.69,-0.19,-0.06,10063.0,2025-06-01 22:07:10
HINO,407.25,415.0,415.0,395.0,407.25,1.91,0.47,9954.0,2025-06-01 22:07:10
BPL,30.21,31.0,31.2,30.01,30.21,-0.8,-2.58,9776.0,2025-06-01 22:07:10
FIBLM,3.25,3.25,3.25,3.25,3.25,0.06,1.88,9537.0,2025-06-01 22:07:10
EXIDE,821.15,834.0,834.0,814.0,821.15,-10.86,-1.31,9332.0,2025-06-01 22:07:10
ANTM,17.07,16.59,17.7,16.56,17.07,0.86,5.31,9321.0,2025-06-01 22:07:10
FML,64.31,66.44,67.0,64.0,64.31,-2.13,-3.21,9112.0,2025-06-01 22:07:10
PAKOXY,152.0,154.49,154.49,151.56,152.0,-0.01,-0.01,9094.0,2025-06-01 22:07:10
FTSM,12.05,13.25,13.25,12.0,12.05,-0.08,-0.66,8865.0,2025-06-01 22:07:10
HABSM,73.0,73.5,73.5,72.0,73.0,-0.73,-0.99,8800.0,2025-06-01 22:07:10
TOWL,124.98,127.2,129.99,124.04,124.98,-1.02,-0.81,8785.0,2025-06-01 22:07:11
ATLH,1126.05,1106.0,1135.0,1100.15,1126.05,8.4,0.75,8667.0,2025-06-01 22:07:11
JSCLPSA,9.8,9.65,9.85,9.65,9.8,0.15,1.55,8530.0,2025-06-01 22:07:11
SHFA,443.12,448.75,448.75,421.05,443.12,2.07,0.47,8515.0,2025-06-01 22:07:11
PMRS,270.0,270.0,270.0,270.0,270.0,0.02,0.01,8375.0,2025-06-01 22:07:11
AATM,45.77,41.6,45.77,41.6,45.77,4.16,10.0,8342.0,2025-06-01 22:07:11
IML,16.52,16.8,16.98,15.5,16.52,0.52,3.25,8166.0,2025-06-01 22:07:11
DNCC,14.39,14.82,14.82,14.11,14.39,-0.31,-2.11,8005.0,2025-06-01 22:07:11
AGTL,418.2,420.0,423.89,415.02,418.2,-3.22,-0.76,7973.0,2025-06-01 22:07:11
MSOT,53.99,48.01,55.9,48.01,53.99,1.64,3.13,7952.0,2025-06-01 22:07:11
SMLNC,66.0,65.66,67.0,65.0,66.0,0.0,0.0,7734.0,2025-06-01 22:07:11
ZTL,12.0,11.5,12.0,11.5,12.0,0.5,4.35,7606.0,2025-06-01 22:07:11
FRCL,34.2,34.47,34.5,33.2,34.2,2.18,6.81,7606.0,2025-06-01 22:07:11
PASMNC,3.99,4.0,4.0,3.99,3.99,0.37,10.22,7511.0,2025-06-01 22:07:11
THALL,379.05,379.9,382.0,376.1,379.05,0.04,0.01,7384.0,2025-06-01 22:07:11
RICLXB,10.89,11.5,11.5,10.5,10.89,0.23,2.16,7111.0,2025-06-01 22:07:11
AKDHL,166.47,179.99,179.99,163.0,166.47,-10.41,-5.88,6833.0,2025-06-01 22:07:11
ATIL,57.6,58.0,58.5,57.6,57.6,-0.4,-0.69,6536.0,2025-06-01 22:07:11
BWCL,401.84,400.01,403.9,400.0,401.84,0.01,0.0,6443.0,2025-06-01 22:07:11
TPLI,8.22,8.6,8.69,8.22,8.22,-0.33,-3.86,6102.0,2025-06-01 22:07:11
MFL,47.16,48.94,48.94,47.0,47.16,-0.75,-1.57,6054.0,2025-06-01 22:07:11
SNAI,24.83,24.7,25.0,24.7,24.83,0.15,0.61,5974.0,2025-06-01 22:07:11
SANSM,49.99,50.99,51.0,47.45,49.99,-2.62,-4.98,5943.0,2025-06-01 22:07:11
BWHL,133.57,135.5,135.5,133.51,133.57,-0.93,-0.69,5757.0,2025-06-01 22:07:11
NAGC,54.39,54.25,56.99,53.51,54.39,0.1,0.18,5475.0,2025-06-01 22:07:11
BOK,14.75,15.37,15.37,14.75,14.75,-0.15,-1.01,5226.0,2025-06-01 22:07:11
GVGL,49.62,49.96,50.0,48.55,49.62,0.51,1.04,5087.0,2025-06-01 22:07:11
KML,34.16,38.5,38.5,34.0,34.16,-0.87,-2.48,5076.0,2025-06-01 22:07:11
ARCTM,27.34,27.14,27.6,26.1,27.34,0.2,0.74,5032.0,2025-06-01 22:07:11
JATMNC,21.18,20.79,22.2,20.5,21.18,0.68,3.32,4856.0,2025-06-01 22:07:11
CENI,40.48,38.5,40.6,38.0,40.48,0.5,1.25,4743.0,2025-06-01 22:07:11
KSTMNC,8.01,8.0,8.8,7.5,8.01,0.01,0.13,4740.0,2025-06-01 22:07:11
IGIHL,160.05,157.12,161.85,157.12,160.05,1.41,0.89,4587.0,2025-06-01 22:07:11
SUTM,191.75,195.01,198.99,190.0,191.75,-6.13,-3.1,4518.0,2025-06-01 22:07:11
ABOT,949.18,957.0,960.0,948.74,949.18,-6.94,-0.73,4254.0,2025-06-01 22:07:11
JKSM,63.5,63.5,63.5,63.5,63.5,3.68,6.15,4000.0,2025-06-01 22:07:11
FZCM,178.12,182.19,184.94,178.0,178.12,-4.07,-2.23,3902.0,2025-06-01 22:07:11
MACTER,369.95,375.95,380.0,367.5,369.95,-0.05,-0.01,3889.0,2025-06-01 22:07:11
LCI,1535.46,1542.98,1544.9,1524.0,1535.46,2.19,0.14,3845.0,2025-06-01 22:07:11
IDSM,14.9,14.4,15.3,14.4,14.9,0.4,2.76,3807.0,2025-06-01 22:07:11
PSYL,58.75,58.48,62.0,57.61,58.75,1.73,3.03,3707.0,2025-06-01 22:07:11
FANM,3.2,2.9,3.2,2.9,3.2,0.2,6.67,3440.0,2025-06-01 22:07:11
AGIC,31.26,30.0,31.95,30.0,31.26,1.16,3.85,3424.0,2025-06-01 22:07:11
PAKL,34.93,34.98,35.06,33.0,34.93,3.06,9.6,3190.0,2025-06-01 22:07:11
LSECL,5.48,5.5,5.5,5.27,5.48,0.16,3.01,3169.0,2025-06-01 22:07:11
ADAMS,62.51,61.96,67.05,59.28,62.51,1.56,2.56,2961.0,2025-06-01 22:07:11
CHAS,63.0,66.0,66.0,63.0,63.0,0.35,0.56,2942.0,2025-06-01 22:07:11
INDU,1911.85,1914.98,1925.0,1877.12,1911.85,24.25,1.29,2932.0,2025-06-01 22:07:11
ASHT,12.77,12.6,13.33,12.6,12.77,0.65,5.36,2932.0,2025-06-01 22:07:11
UBDL,26.04,27.35,27.35,24.02,26.04,-0.4,-1.51,2911.0,2025-06-01 22:07:11
PRWM,44.0,44.0,44.0,41.01,44.0,1.0,2.33,2751.0,2025-06-01 22:07:11
TSPL,6.54,6.92,6.92,6.45,6.54,-0.28,-4.11,2701.0,2025-06-01 22:07:11
LSEFSL,29.68,30.3,30.83,29.0,29.68,1.65,5.89,2564.0,2025-06-01 22:07:11
ZAHID,28.74,28.74,29.9,27.0,28.74,0.0,0.0,2506.0,2025-06-01 22:07:11
RUPL,17.17,16.61,17.47,16.6,17.17,-0.27,-1.55,2501.0,2025-06-01 22:07:11
JUBSNC,9.05,9.03,9.98,9.03,9.05,-0.54,-5.63,2348.0,2025-06-01 22:07:11
KPUS,124.97,129.75,130.0,122.99,124.97,5.97,5.02,2295.0,2025-06-01 22:07:11
GRR,16.41,16.2,16.99,16.2,16.41,0.05,0.31,2142.0,2025-06-01 22:07:11
DLL,227.72,235.5,237.0,220.0,227.72,-7.28,-3.1,2101.0,2025-06-01 22:07:11
SBL,9.5,10.28,10.28,9.05,9.5,0.0,0.0,2019.0,2025-06-01 22:07:11
ARPL,405.0,402.01,409.99,402.0,405.0,1.86,0.46,1970.0,2025-06-01 22:07:11
GRYL,4.99,4.98,4.99,4.98,4.99,0.28,5.95,1952.0,2025-06-01 22:07:11
